categories,id_event,latitude,longitude,timeslot
"Arredo,Arte,Conferenze, workshop,Product Design",1386,45.4850878,9.176209,1
"Arredo,Arte,Conferenze, workshop,Product Design",1386,45.4850878,9.176209,2
"Altro,Architettura,Arredo,Cucina,Esterni,Illuminazione,Materiali speciali,Product Design",565,45.4850878,9.176209,1
"Altro,Architettura,Arredo,Cucina,Esterni,Illuminazione,Materiali speciali,Product Design",565,45.4850878,9.176209,2
"Altro,Architettura,Arredo,Cucina,Esterni,Illuminazione,Materiali speciali,Product Design",565,45.4850878,9.176209,3
"Architettura,Materiali speciali,Tecnologia",624,45.4850878,9.176209,1
"Architettura,Materiali speciali,Tecnologia",624,45.4850878,9.176209,2
"Architettura,Materiali speciali,Tecnologia",624,45.4850878,9.176209,3
"Arte,Product Design",1047,45.4766103,9.1953404,0
"Arte,Product Design",1047,45.4766103,9.1953404,1
"Arte,Product Design",1047,45.4766103,9.1953404,2
"Arte,Product Design",1047,45.4766103,9.1953404,3
,1189,45.4766103,9.1953404,0
,1189,45.4766103,9.1953404,1
,1189,45.4766103,9.1953404,2
,1189,45.4766103,9.1953404,3
Product Design,1107,45.4766103,9.1953404,2
Product Design,1107,45.4766103,9.1953404,3
"Moda,Installazioni",1596,45.4817842,9.1871849,3
"Arte,Grafica,Installazioni,Party",1590,45.465701,9.1716484,1
"Arte,Grafica,Installazioni,Party",1590,45.465701,9.1716484,2
"Arte,Grafica,Installazioni,Party",1590,45.465701,9.1716484,3
"Arredo,Esterni,Moda,Illuminazione,Living,Product Design",67,45.4498529,9.1798717,1
"Arredo,Esterni,Moda,Illuminazione,Living,Product Design",67,45.4498529,9.1798717,2
"Arredo,Esterni,Moda,Illuminazione,Living,Product Design",67,45.4498529,9.1798717,3
,71,45.464932,9.199246,1
,71,45.464932,9.199246,2
,71,45.464932,9.199246,3
"Materiali speciali,Tecnologia",1247,45.464932,9.199246,2
"Materiali speciali,Tecnologia",1247,45.464932,9.199246,3
"Arredo,Conferenze, workshop",1168,45.4645605,9.1880319,2
"Arredo,Conferenze, workshop",1168,45.4645605,9.1880319,3
Arredo,1465,45.4645605,9.1880319,1
Arredo,1465,45.4645605,9.1880319,2
Arredo,1465,45.4645605,9.1880319,3
Arredo,1465,45.4645605,9.1880319,0
Moda,1504,45.4529518,9.1677228,2
Moda,1504,45.4529518,9.1677228,3
"Architettura,Arte,Installazioni,Product Design",1113,45.4732053,9.1878519,1
"Architettura,Arte,Installazioni,Product Design",1113,45.4732053,9.1878519,2
"Architettura,Arte,Installazioni,Product Design",1113,45.4732053,9.1878519,3
"Arredo,Moda",1090,45.4703618,9.1966245,1
"Arredo,Moda",1090,45.4703618,9.1966245,2
"Arredo,Moda",1090,45.4703618,9.1966245,3
"Architettura,Arredo,Esterni,Living,Product Design",877,45.4738657,9.2065545,0
"Architettura,Arredo,Esterni,Living,Product Design",877,45.4738657,9.2065545,1
"Architettura,Arredo,Esterni,Living,Product Design",877,45.4738657,9.2065545,2
"Architettura,Arredo,Esterni,Living,Product Design",877,45.4738657,9.2065545,3
"Arte,Product Design",1061,45.4639978,9.1674966,1
"Arte,Product Design",1061,45.4639978,9.1674966,2
"Arte,Product Design",1061,45.4639978,9.1674966,3
"Arredo,Illuminazione,Living,Product Design",920,45.4639978,9.1674966,1
"Arredo,Illuminazione,Living,Product Design",920,45.4639978,9.1674966,2
"Arredo,Illuminazione,Living,Product Design",920,45.4639978,9.1674966,3
"Architettura,Materiali speciali,Product Design",595,45.4753179,9.1851803,3
"Architettura,Materiali speciali,Product Design",595,45.4753179,9.1851803,1
"Architettura,Materiali speciali,Product Design",595,45.4753179,9.1851803,2
"Moda,Giochi, giocattoli,Product Design",1244,45.4669201,9.1954899,1
"Moda,Giochi, giocattoli,Product Design",1244,45.4669201,9.1954899,2
"Moda,Giochi, giocattoli,Product Design",1244,45.4669201,9.1954899,3
Arredo,1248,45.4644658,9.197994,1
Arredo,1248,45.4644658,9.197994,2
Arredo,1248,45.4644658,9.197994,3
"Arredo,Arte,Esterni,Moda,Gioielli,Grafica,Illuminazione,Installazioni,Living,Materiali speciali,Product Design,Tecnologia",1036,45.4515363,9.1619373,1
"Arredo,Arte,Esterni,Moda,Gioielli,Grafica,Illuminazione,Installazioni,Living,Materiali speciali,Product Design,Tecnologia",1036,45.4515363,9.1619373,2
"Arredo,Arte,Esterni,Moda,Gioielli,Grafica,Illuminazione,Installazioni,Living,Materiali speciali,Product Design,Tecnologia",1036,45.4515363,9.1619373,3
"Moda,Gioielli",1124,45.4529393,9.160143,2
"Moda,Gioielli",1124,45.4529393,9.160143,3
"Conferenze, workshop,Giochi, giocattoli,Grafica,Tecnologia",1577,45.461758,9.209307,3
"Conferenze, workshop,Giochi, giocattoli,Grafica,Tecnologia",1577,45.461758,9.209307,1
"Conferenze, workshop,Giochi, giocattoli,Grafica,Tecnologia",1577,45.461758,9.209307,2
"Conferenze, workshop",1610,45.461758,9.209307,1
"Conferenze, workshop",1610,45.461758,9.209307,2
"Conferenze, workshop",1610,45.461758,9.209307,3
"Arte,Installazioni",1570,45.461758,9.209307,1
"Arte,Installazioni",1570,45.461758,9.209307,2
"Arte,Installazioni",1570,45.461758,9.209307,3
"Moda,Food & beverage,Living,Party",1031,45.461758,9.209307,1
"Moda,Food & beverage,Living,Party",1031,45.461758,9.209307,2
"Arredo,Illuminazione",1335,45.4828846,9.1834426,3
"Arredo,Illuminazione",1335,45.4828846,9.1834426,1
"Arredo,Illuminazione",1335,45.4828846,9.1834426,2
"Architettura,Arte,Esterni,Installazioni",80,45.47521,9.1859273,1
"Architettura,Arte,Esterni,Installazioni",80,45.47521,9.1859273,2
"Architettura,Arte,Esterni,Installazioni",80,45.47521,9.1859273,3
"Architettura,Arte,Esterni,Installazioni",80,45.47521,9.1859273,0
"Architettura,Product Design",793,45.47521,9.1859273,1
"Architettura,Product Design",793,45.47521,9.1859273,2
"Architettura,Product Design",793,45.47521,9.1859273,3
"Architettura,Illuminazione,Installazioni,Product Design",37,45.4667929,9.1990133,1
"Architettura,Illuminazione,Installazioni,Product Design",37,45.4667929,9.1990133,2
"Architettura,Illuminazione,Installazioni,Product Design",37,45.4667929,9.1990133,3
"Architettura,Arredo,Bagno,Cucina,Grafica,Party,Product Design",567,45.4523914,9.1668523,1
"Architettura,Arredo,Bagno,Cucina,Grafica,Party,Product Design",567,45.4523914,9.1668523,2
"Architettura,Arredo,Bagno,Cucina,Grafica,Party,Product Design",567,45.4523914,9.1668523,3
"Architettura,Arredo,Bagno,Cucina,Grafica,Party,Product Design",567,45.4523914,9.1668523,0
Installazioni,1454,45.4716661,9.2022398,1
Installazioni,1454,45.4716661,9.2022398,2
Installazioni,1454,45.4716661,9.2022398,3
"Altro,Arredo,Cucina,Esterni,Installazioni,Materiali speciali,Product Design",1137,45.4716661,9.2022398,0
"Altro,Arredo,Cucina,Esterni,Installazioni,Materiali speciali,Product Design",1137,45.4716661,9.2022398,1
"Altro,Arredo,Cucina,Esterni,Installazioni,Materiali speciali,Product Design",1137,45.4716661,9.2022398,2
"Altro,Arredo,Cucina,Esterni,Installazioni,Materiali speciali,Product Design",1137,45.4716661,9.2022398,3
"Arredo,Arte",57,45.47074370000001,9.196161,1
"Arredo,Arte",57,45.47074370000001,9.196161,2
"Arredo,Arte",57,45.47074370000001,9.196161,3
"Conferenze, workshop,Cucina,Giochi, giocattoli,Grafica,Installazioni,Living,Product Design,Tecnologia",1055,45.480204,9.22692,0
"Conferenze, workshop,Cucina,Giochi, giocattoli,Grafica,Installazioni,Living,Product Design,Tecnologia",1055,45.480204,9.22692,1
"Conferenze, workshop,Cucina,Giochi, giocattoli,Grafica,Installazioni,Living,Product Design,Tecnologia",1055,45.480204,9.22692,2
"Conferenze, workshop,Cucina,Giochi, giocattoli,Grafica,Installazioni,Living,Product Design,Tecnologia",1055,45.480204,9.22692,3
"Arredo,Product Design",1325,45.4539498,9.1589414,1
"Arredo,Product Design",1325,45.4539498,9.1589414,2
"Arredo,Product Design",1325,45.4539498,9.1589414,3
"Arredo,Product Design",1325,45.4539498,9.1589414,0
"Moda,Grafica,Product Design,Tecnologia",1609,45.46416110000001,9.1903357,2
"Moda,Grafica,Product Design,Tecnologia",1609,45.46416110000001,9.1903357,3
Cucina,620,45.479739,9.1941237,1
Cucina,620,45.479739,9.1941237,2
Cucina,620,45.479739,9.1941237,3
"Architettura,Installazioni,Materiali speciali",1072,45.4618109,9.1867816,3
"Arte,Illuminazione,Product Design",1328,45.467021,9.19639,3
"Arte,Living,Product Design",89,45.4518696,9.156274,1
"Arte,Living,Product Design",89,45.4518696,9.156274,2
"Arte,Living,Product Design",89,45.4518696,9.156274,3
"Arte,Living,Product Design",89,45.4518696,9.156274,0
"Arredo,Arte,Grafica",47,45.4518696,9.156274,1
"Arredo,Arte,Grafica",47,45.4518696,9.156274,2
"Arredo,Arte,Grafica",47,45.4518696,9.156274,3
"Arte,Grafica",84,45.467151,9.200865,1
"Arte,Grafica",84,45.467151,9.200865,2
"Arte,Grafica",84,45.467151,9.200865,3
Moda,641,45.45505900000001,9.167535,1
Moda,641,45.45505900000001,9.167535,2
Moda,641,45.45505900000001,9.167535,3
"Architettura,Arredo,Arte,Gioielli,Installazioni,Living",70,45.472363,9.185368,1
"Architettura,Arredo,Arte,Gioielli,Installazioni,Living",70,45.472363,9.185368,2
"Architettura,Arredo,Arte,Gioielli,Installazioni,Living",70,45.472363,9.185368,3
"Architettura,Arte,Gioielli,Installazioni,Living",1457,45.472363,9.185368,3
"Architettura,Arte,Gioielli,Installazioni,Living",1457,45.472363,9.185368,1
"Architettura,Arte,Gioielli,Installazioni,Living",1457,45.472363,9.185368,2
"Architettura,Arte,Gioielli,Living,Materiali speciali",1459,45.472363,9.185368,1
"Architettura,Arte,Gioielli,Living,Materiali speciali",1459,45.472363,9.185368,2
"Architettura,Arte,Gioielli,Living,Materiali speciali",1459,45.472363,9.185368,3
"Architettura,Arte,Gioielli,Living,Materiali speciali",1459,45.472363,9.185368,0
"Illuminazione,Product Design",1508,45.468873,9.202058,1
"Illuminazione,Product Design",1508,45.468873,9.202058,2
"Illuminazione,Product Design",1508,45.468873,9.202058,3
"Architettura,Arredo,Arte,Installazioni,Product Design",941,45.468873,9.202058,1
"Architettura,Arredo,Arte,Installazioni,Product Design",941,45.468873,9.202058,2
"Architettura,Arredo,Arte,Installazioni,Product Design",941,45.468873,9.202058,3
Product Design,1502,45.468873,9.202058,1
Product Design,1502,45.468873,9.202058,2
Product Design,1502,45.468873,9.202058,3
Product Design,1477,45.468873,9.202058,1
Product Design,1477,45.468873,9.202058,2
Product Design,1477,45.468873,9.202058,3
"Architettura,Arredo,Living,Product Design",909,45.468873,9.202058,1
"Architettura,Arredo,Living,Product Design",909,45.468873,9.202058,2
"Architettura,Arredo,Living,Product Design",909,45.468873,9.202058,3
"Arredo,Gioielli,Illuminazione,Living,Product Design",961,45.45149,9.1622615,1
"Arredo,Gioielli,Illuminazione,Living,Product Design",961,45.45149,9.1622615,2
"Arredo,Gioielli,Illuminazione,Living,Product Design",961,45.45149,9.1622615,3
Food & beverage,1492,45.453571,9.16987,1
Food & beverage,1492,45.453571,9.16987,2
Food & beverage,1492,45.453571,9.16987,3
Installazioni,924,45.48637700000001,9.15784,2
Installazioni,924,45.48637700000001,9.15784,3
"Architettura,Arredo,Installazioni,Materiali speciali,Product Design,Tecnologia",635,45.483938,9.243236,1
"Architettura,Arredo,Installazioni,Materiali speciali,Product Design,Tecnologia",635,45.483938,9.243236,2
"Architettura,Arredo,Installazioni,Materiali speciali,Product Design,Tecnologia",635,45.483938,9.243236,3
"Arredo,Arte,Illuminazione,Installazioni,Product Design",631,45.483938,9.243236,1
"Arredo,Arte,Illuminazione,Installazioni,Product Design",631,45.483938,9.243236,2
"Arredo,Arte,Illuminazione,Installazioni,Product Design",631,45.483938,9.243236,3
"Arredo,Installazioni,Materiali speciali,Product Design",940,45.483938,9.243236,1
"Arredo,Installazioni,Materiali speciali,Product Design",940,45.483938,9.243236,2
"Arredo,Installazioni,Materiali speciali,Product Design",940,45.483938,9.243236,3
"Arredo,Installazioni,Materiali speciali,Product Design",940,45.483938,9.243236,0
"Arredo,Illuminazione,Installazioni,Living,Product Design",636,45.483938,9.243236,1
"Arredo,Illuminazione,Installazioni,Living,Product Design",636,45.483938,9.243236,2
"Arredo,Illuminazione,Installazioni,Living,Product Design",636,45.483938,9.243236,3
"Architettura,Arredo,Grafica,Installazioni,Living",637,45.483938,9.243236,1
"Architettura,Arredo,Grafica,Installazioni,Living",637,45.483938,9.243236,2
"Architettura,Arredo,Grafica,Installazioni,Living",637,45.483938,9.243236,3
"Arredo,Cucina,Moda,Grafica,Living,Materiali speciali",938,45.483938,9.243236,1
"Arredo,Cucina,Moda,Grafica,Living,Materiali speciali",938,45.483938,9.243236,2
"Arredo,Cucina,Moda,Grafica,Living,Materiali speciali",938,45.483938,9.243236,3
"Altro,Installazioni,Living,Materiali speciali,Product Design",885,45.483938,9.243236,1
"Altro,Installazioni,Living,Materiali speciali,Product Design",885,45.483938,9.243236,2
"Altro,Installazioni,Living,Materiali speciali,Product Design",885,45.483938,9.243236,3
"Altro,Arredo,Installazioni,Product Design",934,45.483938,9.243236,1
"Altro,Arredo,Installazioni,Product Design",934,45.483938,9.243236,2
"Altro,Arredo,Installazioni,Product Design",934,45.483938,9.243236,3
"Arredo,Illuminazione,Installazioni,Living,Product Design",1016,45.483938,9.243236,1
"Arredo,Illuminazione,Installazioni,Living,Product Design",1016,45.483938,9.243236,2
"Arredo,Illuminazione,Installazioni,Living,Product Design",1016,45.483938,9.243236,3
"Arredo,Installazioni,Living,Materiali speciali,Product Design",937,45.483938,9.243236,1
"Arredo,Installazioni,Living,Materiali speciali,Product Design",937,45.483938,9.243236,2
"Arredo,Installazioni,Living,Materiali speciali,Product Design",937,45.483938,9.243236,3
"Arredo,Moda,Gioielli,Product Design",1150,45.484253,9.244298,1
"Arredo,Moda,Gioielli,Product Design",1150,45.484253,9.244298,2
"Arredo,Moda,Gioielli,Product Design",1150,45.484253,9.244298,3
"Arredo,Moda,Gioielli,Product Design",1150,45.484253,9.244298,0
"Architettura,Arredo,Arte,Living",844,45.484253,9.244298,1
"Architettura,Arredo,Arte,Living",844,45.484253,9.244298,2
"Architettura,Arredo,Arte,Living",844,45.484253,9.244298,3
"Architettura,Arte,Bagno,Food & beverage,Giochi, giocattoli,Gioielli,Product Design",1212,45.484253,9.244298,0
"Architettura,Arte,Bagno,Food & beverage,Giochi, giocattoli,Gioielli,Product Design",1212,45.484253,9.244298,1
"Architettura,Arte,Bagno,Food & beverage,Giochi, giocattoli,Gioielli,Product Design",1212,45.484253,9.244298,2
"Architettura,Arte,Bagno,Food & beverage,Giochi, giocattoli,Gioielli,Product Design",1212,45.484253,9.244298,3
"Architettura,Arredo,Arte,Cucina,Moda,Food & beverage,Living,Party,Tecnologia",848,45.484253,9.244298,3
"Altro,Arredo,Arte,Illuminazione,Living,Product Design,Tecnologia",1165,45.484253,9.244298,1
"Altro,Arredo,Arte,Illuminazione,Living,Product Design,Tecnologia",1165,45.484253,9.244298,2
"Altro,Arredo,Arte,Illuminazione,Living,Product Design,Tecnologia",1165,45.484253,9.244298,3
"Conferenze, workshop",1546,45.472506,9.187719,2
"Conferenze, workshop",1546,45.472506,9.187719,3
"Party,Product Design",654,45.472506,9.187719,3
"Conferenze, workshop,Giochi, giocattoli,Product Design",655,45.472506,9.187719,2
"Conferenze, workshop,Giochi, giocattoli,Product Design",655,45.472506,9.187719,3
"Conferenze, workshop,Giochi, giocattoli,Product Design",655,45.472506,9.187719,1
"Conferenze, workshop",1578,45.472506,9.187719,2
"Conferenze, workshop",1578,45.472506,9.187719,3
"Food & beverage,Party",1573,45.472506,9.187719,1
"Food & beverage,Party",1573,45.472506,9.187719,2
"Architettura,Arredo,Product Design",781,45.472506,9.187719,1
"Architettura,Arredo,Product Design",781,45.472506,9.187719,2
"Architettura,Arredo,Product Design",781,45.472506,9.187719,3
"Food & beverage,Party",1572,45.472506,9.187719,3
"Arredo,Party",1576,45.472506,9.187719,0
"Arredo,Party",1576,45.472506,9.187719,3
Bagno,1571,45.472506,9.187719,2
Bagno,1571,45.472506,9.187719,3
Bagno,1571,45.472506,9.187719,1
Arte,1115,45.472506,9.187719,2
Arte,1115,45.472506,9.187719,3
Arte,1115,45.472506,9.187719,1
"Conferenze, workshop,Giochi, giocattoli",673,45.472506,9.187719,1
"Conferenze, workshop,Giochi, giocattoli",673,45.472506,9.187719,2
"Conferenze, workshop,Giochi, giocattoli",673,45.472506,9.187719,3
Arte,1569,45.472506,9.187719,2
Arte,1569,45.472506,9.187719,3
Arte,1569,45.472506,9.187719,1
"Arredo,Conferenze, workshop,Materiali speciali,Product Design",1665,45.472506,9.187719,2
"Arredo,Conferenze, workshop,Materiali speciali,Product Design",1665,45.472506,9.187719,3
Moda,1548,45.474713,9.183705,1
Moda,1548,45.474713,9.183705,2
Moda,1548,45.474713,9.183705,3
"Altro,Arredo,Bagno,Living,Product Design",807,45.474713,9.183705,2
"Altro,Arredo,Bagno,Living,Product Design",807,45.474713,9.183705,3
"Altro,Arredo,Bagno,Living,Product Design",807,45.474713,9.183705,1
"Food & beverage,Living,Product Design",42,45.469365,9.188341,3
"Arredo,Cucina,Food & beverage,Party,Product Design",1411,45.460588,9.190227,1
"Arredo,Cucina,Food & beverage,Party,Product Design",1411,45.460588,9.190227,2
"Arredo,Cucina,Food & beverage,Party,Product Design",1411,45.460588,9.190227,3
"Arredo,Moda,Installazioni",839,45.467654,9.20036,2
"Arredo,Moda,Installazioni",839,45.467654,9.20036,3
"Altro,Arte,Installazioni,Materiali speciali,Product Design,Tecnologia",918,45.45149,9.162278,1
"Altro,Arte,Installazioni,Materiali speciali,Product Design,Tecnologia",918,45.45149,9.162278,2
"Altro,Arte,Installazioni,Materiali speciali,Product Design,Tecnologia",918,45.45149,9.162278,3
"Altro,Arte,Installazioni,Materiali speciali,Product Design,Tecnologia",918,45.45149,9.162278,0
"Illuminazione,Product Design",1417,45.475142,9.18587,1
"Illuminazione,Product Design",1417,45.475142,9.18587,2
"Illuminazione,Product Design",1417,45.475142,9.18587,3
"Living,Product Design",827,45.475142,9.18587,1
"Living,Product Design",827,45.475142,9.18587,2
"Living,Product Design",827,45.475142,9.18587,3
"Arte,Installazioni",1301,45.43815410000001,9.2059908,0
"Arte,Installazioni",1301,45.43815410000001,9.2059908,3
"Architettura,Arredo,Cucina,Living,Tecnologia",857,45.45149,9.162278,0
"Architettura,Arredo,Cucina,Living,Tecnologia",857,45.45149,9.162278,1
"Architettura,Arredo,Cucina,Living,Tecnologia",857,45.45149,9.162278,2
"Architettura,Arredo,Cucina,Living,Tecnologia",857,45.45149,9.162278,3
"Arte,Moda,Grafica,Materiali speciali,Party,Product Design",1299,45.486574,9.186747,3
"Altro,Architettura,Arredo,Arte,Materiali speciali,Product Design",556,45.472474,9.193993,1
"Altro,Architettura,Arredo,Arte,Materiali speciali,Product Design",556,45.472474,9.193993,2
"Altro,Architettura,Arredo,Arte,Materiali speciali,Product Design",556,45.472474,9.193993,3
"Altro,Architettura,Arredo,Living,Product Design",794,45.472474,9.193993,1
"Altro,Architettura,Arredo,Living,Product Design",794,45.472474,9.193993,2
"Altro,Architettura,Arredo,Living,Product Design",794,45.472474,9.193993,3
"Arte,Living,Materiali speciali,Party,Product Design",1368,45.467043,9.195557,1
"Arte,Living,Materiali speciali,Party,Product Design",1368,45.467043,9.195557,2
"Arte,Living,Materiali speciali,Party,Product Design",1368,45.467043,9.195557,3
"Architettura,Arredo",1238,45.466195,9.206869,3
"Architettura,Arredo",1238,45.466195,9.206869,1
"Architettura,Arredo",1238,45.466195,9.206869,2
"Arredo,Product Design",606,45.466195,9.206869,2
"Arredo,Product Design",606,45.466195,9.206869,3
"Architettura,Arredo,Arte,Illuminazione,Installazioni,Living,Product Design",900,45.474479,9.186925,1
"Architettura,Arredo,Arte,Illuminazione,Installazioni,Living,Product Design",900,45.474479,9.186925,2
"Architettura,Arredo,Arte,Illuminazione,Installazioni,Living,Product Design",900,45.474479,9.186925,3
"Altro,Arredo,Bagno,Giochi, giocattoli,Materiali speciali,Product Design",1525,45.482529,9.244722,0
"Altro,Arredo,Bagno,Giochi, giocattoli,Materiali speciali,Product Design",1525,45.482529,9.244722,1
"Altro,Arredo,Bagno,Giochi, giocattoli,Materiali speciali,Product Design",1525,45.482529,9.244722,2
"Altro,Arredo,Bagno,Giochi, giocattoli,Materiali speciali,Product Design",1525,45.482529,9.244722,3
"Altro,Arredo,Gioielli,Illuminazione,Product Design,Tecnologia",1139,45.482529,9.244722,1
"Altro,Arredo,Gioielli,Illuminazione,Product Design,Tecnologia",1139,45.482529,9.244722,2
"Altro,Arredo,Gioielli,Illuminazione,Product Design,Tecnologia",1139,45.482529,9.244722,3
"Moda,Gioielli,Product Design",1195,45.482529,9.244722,1
"Moda,Gioielli,Product Design",1195,45.482529,9.244722,2
"Moda,Gioielli,Product Design",1195,45.482529,9.244722,3
"Architettura,Conferenze, workshop",1559,45.482529,9.244722,2
,1560,45.482529,9.244722,2
,1560,45.482529,9.244722,3
"Altro,Arredo,Conferenze, workshop,Cucina,Esterni,Moda,Food & beverage,Gioielli,Grafica,Illuminazione,Living,Materiali speciali,Party,Product Design",73,45.482529,9.244722,0
"Altro,Arredo,Conferenze, workshop,Cucina,Esterni,Moda,Food & beverage,Gioielli,Grafica,Illuminazione,Living,Materiali speciali,Party,Product Design",73,45.482529,9.244722,1
"Altro,Arredo,Conferenze, workshop,Cucina,Esterni,Moda,Food & beverage,Gioielli,Grafica,Illuminazione,Living,Materiali speciali,Party,Product Design",73,45.482529,9.244722,2
"Altro,Arredo,Conferenze, workshop,Cucina,Esterni,Moda,Food & beverage,Gioielli,Grafica,Illuminazione,Living,Materiali speciali,Party,Product Design",73,45.482529,9.244722,3
"Architettura,Conferenze, workshop,Food & beverage",1551,45.482529,9.244722,2
Moda,1073,45.482529,9.244722,2
Moda,1073,45.482529,9.244722,3
"Arredo,Illuminazione,Living,Materiali speciali,Product Design,Tecnologia",1531,45.482529,9.244722,1
"Arredo,Illuminazione,Living,Materiali speciali,Product Design,Tecnologia",1531,45.482529,9.244722,2
"Arredo,Illuminazione,Living,Materiali speciali,Product Design,Tecnologia",1531,45.482529,9.244722,3
"Architettura,Arredo,Product Design",906,45.482529,9.244722,1
"Architettura,Arredo,Product Design",906,45.482529,9.244722,2
"Architettura,Arredo,Product Design",906,45.482529,9.244722,3
"Arredo,Arte,Grafica,Illuminazione,Installazioni,Living,Materiali speciali,Party,Product Design",1637,45.482529,9.244722,1
"Arredo,Arte,Grafica,Illuminazione,Installazioni,Living,Materiali speciali,Party,Product Design",1637,45.482529,9.244722,2
"Arredo,Arte,Grafica,Illuminazione,Installazioni,Living,Materiali speciali,Party,Product Design",1637,45.482529,9.244722,3
"Arredo,Arte,Grafica,Illuminazione,Installazioni,Living,Materiali speciali,Party,Product Design",1637,45.482529,9.244722,0
"Arredo,Grafica,Product Design",1646,45.482529,9.244722,1
