squareid,timeslot,lat,lon,activity
8979413,0,45.532291667399996,9.159166837899999,1058
8979413,1,45.532291667399996,9.159166837899999,2002
8979413,2,45.532291667399996,9.159166837899999,2250
8979413,3,45.532291667399996,9.159166837899999,2127
8979414,0,45.532291667399996,9.160833504700001,1466
8979414,1,45.532291667399996,9.160833504700001,2781
8979414,2,45.532291667399996,9.160833504700001,3118
8979414,3,45.532291667399996,9.160833504700001,2948
8979415,0,45.532291667399996,9.1625001715,2005
8979415,1,45.532291667399996,9.1625001715,3181
8979415,2,45.532291667399996,9.1625001715,3793
8979415,3,45.532291667399996,9.1625001715,3878
8979416,0,45.532291667399996,9.1641668383,1916
8979416,1,45.532291667399996,9.1641668383,3263
8979416,2,45.532291667399996,9.1641668383,3903
8979416,3,45.532291667399996,9.1641668383,3835
8979417,0,45.532291667399996,9.1658335051,1269
8979417,1,45.532291667399996,9.1658335051,2190
8979417,2,45.532291667399996,9.1658335051,2672
8979417,3,45.532291667399996,9.1658335051,2564
8979418,0,45.532291667399996,9.1675001719,1069
8979418,1,45.532291667399996,9.1675001719,1860
8979418,2,45.532291667399996,9.1675001719,2303
8979418,3,45.532291667399996,9.1675001719,2204
8979419,0,45.532291667399996,9.1691668387,319
8979419,1,45.532291667399996,9.1691668387,618
8979419,2,45.532291667399996,9.1691668387,762
8979419,3,45.532291667399996,9.1691668387,704
8979420,0,45.532291667399996,9.1708335055,1235
8979420,1,45.532291667399996,9.1708335055,2357
8979420,2,45.532291667399996,9.1708335055,2838
8979420,3,45.532291667399996,9.1708335055,2641
8979421,0,45.532291667399996,9.1725001723,1015
8979421,1,45.532291667399996,9.1725001723,1962
8979421,2,45.532291667399996,9.1725001723,2362
8979421,3,45.532291667399996,9.1725001723,2182
8979422,0,45.532291667399996,9.1741668391,104
8979422,1,45.532291667399996,9.1741668391,229
8979422,2,45.532291667399996,9.1741668391,286
8979422,3,45.532291667399996,9.1741668391,252
8979423,0,45.532291667399996,9.1758335059,105
8979423,1,45.532291667399996,9.1758335059,227
8979423,2,45.532291667399996,9.1758335059,286
8979423,3,45.532291667399996,9.1758335059,251
8979424,0,45.532291667399996,9.1775001727,98
8979424,1,45.532291667399996,9.1775001727,238
8979424,2,45.532291667399996,9.1775001727,299
8979424,3,45.532291667399996,9.1775001727,243
8979425,0,45.532291667399996,9.1791668395,106
8979425,1,45.532291667399996,9.1791668395,268
8979425,2,45.532291667399996,9.1791668395,320
8979425,3,45.532291667399996,9.1791668395,262
8979426,0,45.532291667399996,9.1808335063,102
8979426,1,45.532291667399996,9.1808335063,249
8979426,2,45.532291667399996,9.1808335063,304
8979426,3,45.532291667399996,9.1808335063,253
8979427,0,45.532291667399996,9.1825001731,101
8979427,1,45.532291667399996,9.1825001731,238
8979427,2,45.532291667399996,9.1825001731,299
8979427,3,45.532291667399996,9.1825001731,246
8979428,0,45.532291667399996,9.1841668399,119
8979428,1,45.532291667399996,9.1841668399,244
8979428,2,45.532291667399996,9.1841668399,299
8979428,3,45.532291667399996,9.1841668399,258
8986525,0,45.531041667299995,9.0991668331,31
8986525,1,45.531041667299995,9.0991668331,193
8986525,2,45.531041667299995,9.0991668331,245
8986525,3,45.531041667299995,9.0991668331,129
8986526,0,45.531041667299995,9.1008334999,106
8986526,1,45.531041667299995,9.1008334999,479
8986526,2,45.531041667299995,9.1008334999,667
8986526,3,45.531041667299995,9.1008334999,339
8986560,0,45.531041667299995,9.1575001711,404
8986560,1,45.531041667299995,9.1575001711,756
8986560,2,45.531041667299995,9.1575001711,854
8986560,3,45.531041667299995,9.1575001711,819
8986561,0,45.531041667299995,9.159166837899999,93
8986561,1,45.531041667299995,9.159166837899999,202
8986561,2,45.531041667299995,9.159166837899999,232
8986561,3,45.531041667299995,9.159166837899999,213
8986562,0,45.531041667299995,9.160833504700001,76
8986562,1,45.531041667299995,9.160833504700001,158
8986562,2,45.531041667299995,9.160833504700001,181
8986562,3,45.531041667299995,9.160833504700001,165
8986563,0,45.531041667299995,9.1625001715,1878
8986563,1,45.531041667299995,9.1625001715,3030
8986563,2,45.531041667299995,9.1625001715,3608
8986563,3,45.531041667299995,9.1625001715,3698
8986564,0,45.531041667299995,9.1641668383,836
8986564,1,45.531041667299995,9.1641668383,1352
8986564,2,45.531041667299995,9.1641668383,1624
8986564,3,45.531041667299995,9.1641668383,1654
8986565,0,45.531041667299995,9.1658335051,178
8986565,1,45.531041667299995,9.1658335051,314
8986565,2,45.531041667299995,9.1658335051,379
8986565,3,45.531041667299995,9.1658335051,365
8986566,0,45.531041667299995,9.1675001719,266
8986566,1,45.531041667299995,9.1675001719,463
8986566,2,45.531041667299995,9.1675001719,563
8986566,3,45.531041667299995,9.1675001719,556
8986567,0,45.531041667299995,9.1691668387,1400
8986567,1,45.531041667299995,9.1691668387,2375
8986567,2,45.531041667299995,9.1691668387,2829
8986567,3,45.531041667299995,9.1691668387,2825
8986568,0,45.531041667299995,9.1708335055,3072
8986568,1,45.531041667299995,9.1708335055,5496
8986568,2,45.531041667299995,9.1708335055,6534
8986568,3,45.531041667299995,9.1708335055,6306
8986569,0,45.531041667299995,9.1725001723,1099
8986569,1,45.531041667299995,9.1725001723,2115
8986569,2,45.531041667299995,9.1725001723,2561
8986569,3,45.531041667299995,9.1725001723,2372
8986570,0,45.531041667299995,9.1741668391,103
8986570,1,45.531041667299995,9.1741668391,228
8986570,2,45.531041667299995,9.1741668391,285
8986570,3,45.531041667299995,9.1741668391,251
8986571,0,45.531041667299995,9.1758335059,108
8986571,1,45.531041667299995,9.1758335059,245
8986571,2,45.531041667299995,9.1758335059,294
8986571,3,45.531041667299995,9.1758335059,263
8986572,0,45.531041667299995,9.1775001727,110
8986572,1,45.531041667299995,9.1775001727,275
8986572,2,45.531041667299995,9.1775001727,328
8986572,3,45.531041667299995,9.1775001727,276
8986573,0,45.531041667299995,9.1791668395,106
8986573,1,45.531041667299995,9.1791668395,270
8986573,2,45.531041667299995,9.1791668395,320
8986573,3,45.531041667299995,9.1791668395,262
8986574,0,45.531041667299995,9.1808335063,102
8986574,1,45.531041667299995,9.1808335063,246
8986574,2,45.531041667299995,9.1808335063,304
8986574,3,45.531041667299995,9.1808335063,251
8986575,0,45.531041667299995,9.1825001731,123
8986575,1,45.531041667299995,9.1825001731,262
8986575,2,45.531041667299995,9.1825001731,314
8986575,3,45.531041667299995,9.1825001731,277
8986576,0,45.531041667299995,9.1841668399,139
8986576,1,45.531041667299995,9.1841668399,275
8986576,2,45.531041667299995,9.1841668399,341
8986576,3,45.531041667299995,9.1841668399,305
8993672,0,45.5297916672,9.0975001663,197
8993672,1,45.5297916672,9.0975001663,1327
8993672,2,45.5297916672,9.0975001663,1530
8993672,3,45.5297916672,9.0975001663,870
8993673,0,45.5297916672,9.0991668331,309
8993673,1,45.5297916672,9.0991668331,1549
8993673,2,45.5297916672,9.0991668331,1864
8993673,3,45.5297916672,9.0991668331,1061
8993708,0,45.5297916672,9.1575001711,47
8993708,1,45.5297916672,9.1575001711,120
8993708,2,45.5297916672,9.1575001711,142
8993708,3,45.5297916672,9.1575001711,126
8993709,0,45.5297916672,9.159166837899999,221
8993709,1,45.5297916672,9.159166837899999,422
8993709,2,45.5297916672,9.159166837899999,484
8993709,3,45.5297916672,9.159166837899999,460
8993710,0,45.5297916672,9.160833504700001,280
8993710,1,45.5297916672,9.160833504700001,569
8993710,2,45.5297916672,9.160833504700001,628
8993710,3,45.5297916672,9.160833504700001,604
8993711,0,45.5297916672,9.1625001715,1913
8993711,1,45.5297916672,9.1625001715,3055
8993711,2,45.5297916672,9.1625001715,3680
8993711,3,45.5297916672,9.1625001715,3777
8993712,0,45.5297916672,9.1641668383,2145
8993712,1,45.5297916672,9.1641668383,3553
8993712,2,45.5297916672,9.1641668383,4256
8993712,3,45.5297916672,9.1641668383,4177
8993713,0,45.5297916672,9.1658335051,1148
8993713,1,45.5297916672,9.1658335051,1935
8993713,2,45.5297916672,9.1658335051,2334
8993713,3,45.5297916672,9.1658335051,2256
8993714,0,45.5297916672,9.1675001719,713
8993714,1,45.5297916672,9.1675001719,1238
8993714,2,45.5297916672,9.1675001719,1471
8993714,3,45.5297916672,9.1675001719,1463
8993715,0,45.5297916672,9.1691668387,3749
8993715,1,45.5297916672,9.1691668387,6330
8993715,2,45.5297916672,9.1691668387,7483
8993715,3,45.5297916672,9.1691668387,7487
8993716,0,45.5297916672,9.1708335055,3065
8993716,1,45.5297916672,9.1708335055,5201
8993716,2,45.5297916672,9.1708335055,6113
8993716,3,45.5297916672,9.1708335055,6116
8993717,0,45.5297916672,9.1725001723,1689
8993717,1,45.5297916672,9.1725001723,2914
8993717,2,45.5297916672,9.1725001723,3430
8993717,3,45.5297916672,9.1725001723,3411
8993718,0,45.5297916672,9.1741668391,724
8993718,1,45.5297916672,9.1741668391,1441
8993718,2,45.5297916672,9.1741668391,1716
8993718,3,45.5297916672,9.1741668391,1588
8993719,0,45.5297916672,9.1758335059,263
8993719,1,45.5297916672,9.1758335059,595
8993719,2,45.5297916672,9.1758335059,702
8993719,3,45.5297916672,9.1758335059,629
8993720,0,45.5297916672,9.1775001727,122
8993720,1,45.5297916672,9.1775001727,294
8993720,2,45.5297916672,9.1775001727,339
8993720,3,45.5297916672,9.1775001727,300
8993721,0,45.5297916672,9.1791668395,206
8993721,1,45.5297916672,9.1791668395,421
8993721,2,45.5297916672,9.1791668395,493
8993721,3,45.5297916672,9.1791668395,434
8993722,0,45.5297916672,9.1808335063,270
8993722,1,45.5297916672,9.1808335063,489
8993722,2,45.5297916672,9.1808335063,585
8993722,3,45.5297916672,9.1808335063,540
8993723,0,45.5297916672,9.1825001731,147
8993723,1,45.5297916672,9.1825001731,284
8993723,2,45.5297916672,9.1825001731,344
8993723,3,45.5297916672,9.1825001731,314
8993724,0,45.5297916672,9.1841668399,137
8993724,1,45.5297916672,9.1841668399,272
8993724,2,45.5297916672,9.1841668399,323
8993724,3,45.5297916672,9.1841668399,289
8993725,0,45.5297916672,9.1858335067,115
8993725,1,45.5297916672,9.1858335067,248
8993725,2,45.5297916672,9.1858335067,322
8993725,3,45.5297916672,9.1858335067,265
8993734,0,45.5297916672,9.200833507899999,767
8993734,1,45.5297916672,9.200833507899999,1351
8993734,2,45.5297916672,9.200833507899999,1913
8993734,3,45.5297916672,9.200833507899999,1686
8993741,0,45.5297916672,9.212500175499999,94
8993741,1,45.5297916672,9.212500175499999,260
8993741,2,45.5297916672,9.212500175499999,397
8993741,3,45.5297916672,9.212500175499999,305
9000818,0,45.5285416671,9.0941668327,226
9000818,1,45.5285416671,9.0941668327,1700
9000818,2,45.5285416671,9.0941668327,1926
9000818,3,45.5285416671,9.0941668327,1071
9000819,0,45.5285416671,9.095833499500001,385
9000819,1,45.5285416671,9.095833499500001,2608
9000819,2,45.5285416671,9.095833499500001,2966
9000819,3,45.5285416671,9.095833499500001,1692
9000855,0,45.5285416671,9.1558335043,404
9000855,1,45.5285416671,9.1558335043,752
9000855,2,45.5285416671,9.1558335043,859
9000855,3,45.5285416671,9.1558335043,817
9000856,0,45.5285416671,9.1575001711,644
9000856,1,45.5285416671,9.1575001711,1193
9000856,2,45.5285416671,9.1575001711,1352
9000856,3,45.5285416671,9.1575001711,1296
9000857,0,45.5285416671,9.159166837899999,618
9000857,1,45.5285416671,9.159166837899999,1186
9000857,2,45.5285416671,9.159166837899999,1330
9000857,3,45.5285416671,9.159166837899999,1273
9000858,0,45.5285416671,9.160833504700001,1425
9000858,1,45.5285416671,9.160833504700001,2422
9000858,2,45.5285416671,9.160833504700001,2748
9000858,3,45.5285416671,9.160833504700001,2861
9000859,0,45.5285416671,9.1625001715,2465
9000859,1,45.5285416671,9.1625001715,3909
9000859,2,45.5285416671,9.1625001715,4683
9000859,3,45.5285416671,9.1625001715,4821
9000860,0,45.5285416671,9.1641668383,2240
9000860,1,45.5285416671,9.1641668383,3745
9000860,2,45.5285416671,9.1641668383,4477
9000860,3,45.5285416671,9.1641668383,4373
9000861,0,45.5285416671,9.1658335051,2046
9000861,1,45.5285416671,9.1658335051,3448
9000861,2,45.5285416671,9.1658335051,4124
9000861,3,45.5285416671,9.1658335051,3987
9000862,0,45.5285416671,9.1675001719,617
9000862,1,45.5285416671,9.1675001719,1083
9000862,2,45.5285416671,9.1675001719,1287
9000862,3,45.5285416671,9.1675001719,1273
9000863,0,45.5285416671,9.1691668387,1573
9000863,1,45.5285416671,9.1691668387,2700
9000863,2,45.5285416671,9.1691668387,3188
9000863,3,45.5285416671,9.1691668387,3177
9000864,0,45.5285416671,9.1708335055,2583
9000864,1,45.5285416671,9.1708335055,4421
9000864,2,45.5285416671,9.1708335055,5188
9000864,3,45.5285416671,9.1708335055,5175
9000865,0,45.5285416671,9.1725001723,3313
9000865,1,45.5285416671,9.1725001723,5844
9000865,2,45.5285416671,9.1725001723,6749
9000865,3,45.5285416671,9.1725001723,6766
9000866,0,45.5285416671,9.1741668391,3061
9000866,1,45.5285416671,9.1741668391,5549
9000866,2,45.5285416671,9.1741668391,6358
9000866,3,45.5285416671,9.1741668391,6366
9000867,0,45.5285416671,9.1758335059,2613
9000867,1,45.5285416671,9.1758335059,4755
9000867,2,45.5285416671,9.1758335059,5485
9000867,3,45.5285416671,9.1758335059,5394
9000868,0,45.5285416671,9.1775001727,654
9000868,1,45.5285416671,9.1775001727,1206
9000868,2,45.5285416671,9.1775001727,1395
9000868,3,45.5285416671,9.1775001727,1360
9000869,0,45.5285416671,9.1791668395,844
9000869,1,45.5285416671,9.1791668395,1558
9000869,2,45.5285416671,9.1791668395,1790
9000869,3,45.5285416671,9.1791668395,1743
9000870,0,45.5285416671,9.1808335063,1173
9000870,1,45.5285416671,9.1808335063,2148
9000870,2,45.5285416671,9.1808335063,2507
9000870,3,45.5285416671,9.1808335063,2335
9000871,0,45.5285416671,9.1825001731,1677
9000871,1,45.5285416671,9.1825001731,2879
9000871,2,45.5285416671,9.1825001731,3420
9000871,3,45.5285416671,9.1825001731,3201
9000872,0,45.5285416671,9.1841668399,581
9000872,1,45.5285416671,9.1841668399,988
9000872,2,45.5285416671,9.1841668399,1195
9000872,3,45.5285416671,9.1841668399,1120
9000873,0,45.5285416671,9.1858335067,143
9000873,1,45.5285416671,9.1858335067,293
9000873,2,45.5285416671,9.1858335067,375
9000873,3,45.5285416671,9.1858335067,317
9000874,0,45.5285416671,9.1875001735,167
9000874,1,45.5285416671,9.1875001735,354
9000874,2,45.5285416671,9.1875001735,500
9000874,3,45.5285416671,9.1875001735,407
9000879,0,45.5285416671,9.1958335075,168
9000879,1,45.5285416671,9.1958335075,335
9000879,2,45.5285416671,9.1958335075,447
9000879,3,45.5285416671,9.1958335075,391
9000882,0,45.5285416671,9.200833507899999,1794
9000882,1,45.5285416671,9.200833507899999,3250
9000882,2,45.5285416671,9.200833507899999,4405
9000882,3,45.5285416671,9.200833507899999,3849
9000883,0,45.5285416671,9.2025001747,196
9000883,1,45.5285416671,9.2025001747,374
9000883,2,45.5285416671,9.2025001747,533
9000883,3,45.5285416671,9.2025001747,459
9000884,0,45.5285416671,9.2041668415,389
9000884,1,45.5285416671,9.2041668415,679
9000884,2,45.5285416671,9.2041668415,972
9000884,3,45.5285416671,9.2041668415,879
9000885,0,45.5285416671,9.2058335083,364
9000885,1,45.5285416671,9.2058335083,664
9000885,2,45.5285416671,9.2058335083,938
9000885,3,45.5285416671,9.2058335083,838
9000889,0,45.5285416671,9.212500175499999,1508
9000889,1,45.5285416671,9.212500175499999,3780
9000889,2,45.5285416671,9.212500175499999,5602
9000889,3,45.5285416671,9.212500175499999,4427
9000890,0,45.5285416671,9.214166842300001,1434
9000890,1,45.5285416671,9.214166842300001,3565
9000890,2,45.5285416671,9.214166842300001,5148
9000890,3,45.5285416671,9.214166842300001,3924
9000891,0,45.5285416671,9.2158335091,905
9000891,1,45.5285416671,9.2158335091,2413
9000891,2,45.5285416671,9.2158335091,3600
9000891,3,45.5285416671,9.2158335091,2689
9007966,0,45.527291667,9.0941668327,67
9007966,1,45.527291667,9.0941668327,720
9007966,2,45.527291667,9.0941668327,817
9007966,3,45.527291667,9.0941668327,426
9007967,0,45.527291667,9.095833499500001,45
9007967,1,45.527291667,9.095833499500001,507
9007967,2,45.527291667,9.095833499500001,575
9007967,3,45.527291667,9.095833499500001,302
9007968,0,45.527291667,9.0975001663,100
9007968,1,45.527291667,9.0975001663,928
9007968,2,45.527291667,9.0975001663,1080
9007968,3,45.527291667,9.0975001663,580
9008004,0,45.527291667,9.1575001711,1022
9008004,1,45.527291667,9.1575001711,1681
9008004,2,45.527291667,9.1575001711,1985
9008004,3,45.527291667,9.1575001711,2046
9008005,0,45.527291667,9.159166837899999,932
9008005,1,45.527291667,9.159166837899999,1448
9008005,2,45.527291667,9.159166837899999,1671
9008005,3,45.527291667,9.159166837899999,1854
9008006,0,45.527291667,9.160833504700001,1660
9008006,1,45.527291667,9.160833504700001,2510
9008006,2,45.527291667,9.160833504700001,2915
9008006,3,45.527291667,9.160833504700001,3254
9008007,0,45.527291667,9.1625001715,1263
9008007,1,45.527291667,9.1625001715,1953
9008007,2,45.527291667,9.1625001715,2280
9008007,3,45.527291667,9.1625001715,2513
9008008,0,45.527291667,9.1641668383,1827
9008008,1,45.527291667,9.1641668383,3007
9008008,2,45.527291667,9.1641668383,3595
9008008,3,45.527291667,9.1641668383,3613
9008009,0,45.527291667,9.1658335051,2575
9008009,1,45.527291667,9.1658335051,4305
9008009,2,45.527291667,9.1658335051,5135
9008009,3,45.527291667,9.1658335051,5010
9008010,0,45.527291667,9.1675001719,2909
9008010,1,45.527291667,9.1675001719,4944
9008010,2,45.527291667,9.1675001719,5857
9008010,3,45.527291667,9.1675001719,5660
9008011,0,45.527291667,9.1691668387,1868
9008011,1,45.527291667,9.1691668387,3231
9008011,2,45.527291667,9.1691668387,3805
9008011,3,45.527291667,9.1691668387,3700
9008012,0,45.527291667,9.1708335055,2189
9008012,1,45.527291667,9.1708335055,3878
9008012,2,45.527291667,9.1708335055,4518
9008012,3,45.527291667,9.1708335055,4481
9008013,0,45.527291667,9.1725001723,1802
9008013,1,45.527291667,9.1725001723,3395
9008013,2,45.527291667,9.1725001723,3868
9008013,3,45.527291667,9.1725001723,3760
9008014,0,45.527291667,9.1741668391,2983
9008014,1,45.527291667,9.1741668391,5464
9008014,2,45.527291667,9.1741668391,6251
9008014,3,45.527291667,9.1741668391,6209
9008015,0,45.527291667,9.1758335059,2094
9008015,1,45.527291667,9.1758335059,3859
9008015,2,45.527291667,9.1758335059,4414
9008015,3,45.527291667,9.1758335059,4294
9008016,0,45.527291667,9.1775001727,1877
9008016,1,45.527291667,9.1775001727,3470
9008016,2,45.527291667,9.1775001727,3961
9008016,3,45.527291667,9.1775001727,3827
9008017,0,45.527291667,9.1791668395,577
9008017,1,45.527291667,9.1791668395,1098
9008017,2,45.527291667,9.1791668395,1270
9008017,3,45.527291667,9.1791668395,1209
9008018,0,45.527291667,9.1808335063,1342
9008018,1,45.527291667,9.1808335063,2525
9008018,2,45.527291667,9.1808335063,2888
9008018,3,45.527291667,9.1808335063,2755
9008019,0,45.527291667,9.1825001731,999
9008019,1,45.527291667,9.1825001731,1791
9008019,2,45.527291667,9.1825001731,2094
9008019,3,45.527291667,9.1825001731,1937
9008020,0,45.527291667,9.1841668399,985
9008020,1,45.527291667,9.1841668399,1763
9008020,2,45.527291667,9.1841668399,2082
9008020,3,45.527291667,9.1841668399,1911
9008021,0,45.527291667,9.1858335067,1611
9008021,1,45.527291667,9.1858335067,2893
9008021,2,45.527291667,9.1858335067,3457
9008021,3,45.527291667,9.1858335067,3154
9008022,0,45.527291667,9.1875001735,1279
9008022,1,45.527291667,9.1875001735,2084
9008022,2,45.527291667,9.1875001735,2531
9008022,3,45.527291667,9.1875001735,2512
9008024,0,45.527291667,9.1908335071,1178
9008024,1,45.527291667,9.1908335071,1942
9008024,2,45.527291667,9.1908335071,2386
9008024,3,45.527291667,9.1908335071,2382
9008025,0,45.527291667,9.1925001739,1821
9008025,1,45.527291667,9.1925001739,3240
9008025,2,45.527291667,9.1925001739,4271
9008025,3,45.527291667,9.1925001739,4015
9008026,0,45.527291667,9.194166840700001,352
9008026,1,45.527291667,9.194166840700001,673
9008026,2,45.527291667,9.194166840700001,907
9008026,3,45.527291667,9.194166840700001,828
9008027,0,45.527291667,9.1958335075,148
9008027,1,45.527291667,9.1958335075,317
9008027,2,45.527291667,9.1958335075,428
9008027,3,45.527291667,9.1958335075,375
9008028,0,45.527291667,9.1975001743,148
9008028,1,45.527291667,9.1975001743,313
9008028,2,45.527291667,9.1975001743,413
9008028,3,45.527291667,9.1975001743,360
9008029,0,45.527291667,9.1991668411,156
9008029,1,45.527291667,9.1991668411,322
9008029,2,45.527291667,9.1991668411,427
9008029,3,45.527291667,9.1991668411,375
9008030,0,45.527291667,9.200833507899999,1406
9008030,1,45.527291667,9.200833507899999,2719
9008030,2,45.527291667,9.200833507899999,3560
9008030,3,45.527291667,9.200833507899999,3064
9008031,0,45.527291667,9.2025001747,488
9008031,1,45.527291667,9.2025001747,916
9008031,2,45.527291667,9.2025001747,1305
9008031,3,45.527291667,9.2025001747,1112
9008032,0,45.527291667,9.2041668415,966
9008032,1,45.527291667,9.2041668415,1690
9008032,2,45.527291667,9.2041668415,2330
9008032,3,45.527291667,9.2041668415,2125
9008033,0,45.527291667,9.2058335083,1056
9008033,1,45.527291667,9.2058335083,1899
9008033,2,45.527291667,9.2058335083,2654
9008033,3,45.527291667,9.2058335083,2447
9008034,0,45.527291667,9.2075001751,279
9008034,1,45.527291667,9.2075001751,580
9008034,2,45.527291667,9.2075001751,780
9008034,3,45.527291667,9.2075001751,699
9008035,0,45.527291667,9.2091668419,1776
9008035,1,45.527291667,9.2091668419,3423
9008035,2,45.527291667,9.2091668419,4486
9008035,3,45.527291667,9.2091668419,4132
9008036,0,45.527291667,9.2108335087,1435
9008036,1,45.527291667,9.2108335087,2853
9008036,2,45.527291667,9.2108335087,3754
9008036,3,45.527291667,9.2108335087,3408
9008037,0,45.527291667,9.212500175499999,1473
9008037,1,45.527291667,9.212500175499999,3662
9008037,2,45.527291667,9.212500175499999,5289
9008037,3,45.527291667,9.212500175499999,4266
9008038,0,45.527291667,9.214166842300001,898
9008038,1,45.527291667,9.214166842300001,2353
9008038,2,45.527291667,9.214166842300001,3513
9008038,3,45.527291667,9.214166842300001,2762
9008039,0,45.527291667,9.2158335091,2296
9008039,1,45.527291667,9.2158335091,6155
9008039,2,45.527291667,9.2158335091,9424
9008039,3,45.527291667,9.2158335091,7191
9015114,0,45.52604166689999,9.0941668327,5
9015114,1,45.52604166689999,9.0941668327,102
9015114,2,45.52604166689999,9.0941668327,115
9015114,3,45.52604166689999,9.0941668327,46
9015115,0,45.52604166689999,9.095833499500001,35
9015115,1,45.52604166689999,9.095833499500001,410
9015115,2,45.52604166689999,9.095833499500001,494
9015115,3,45.52604166689999,9.095833499500001,229
9015116,0,45.52604166689999,9.0975001663,267
9015116,1,45.52604166689999,9.0975001663,1254
9015116,2,45.52604166689999,9.0975001663,1581
9015116,3,45.52604166689999,9.0975001663,805
9015151,0,45.52604166689999,9.1558335043,465
